Contract Number,RS- Name,Account Name,Account ID
453841,Helena Agri-Enterprises LLC,"Helena (S. Delta, S. Texas Division)",0010g00001m2UBM
453839,Nutrien Ag Solutions Inc,South Plains - South (Nutrien),0010g00001ljvBm
453828,MFA Incorporated,MFA Incorporated,0017000000yIUvC
453827,River Valley Ag Services LLC,River Valley Ag Services LLC,0017000001BdiTh
453826,River Valley Ag Services LLC,River Valley Ag Services LLC,0017000001BdiTh
453825,Farmers Ag & Grain Supply,Farmers Ag & Grain Supply,0017000000yIUm9
453823,Wilbur-Ellis Company,Wilbur-Ellis (MINOT),0014u00001nCPk7
453815,MO Valley Agri Service of Atchison County Inc,MO Valley Agri Service of Atchison County Inc,0017000000yIUuX
453812,Martins Elevators Inc,Martins Elevators Inc,0017000000yIUhb
453811,Falcon Fertilizer Inc,Falcon Fertilizer Inc,0017000000yIUzN
453809,Martins Elevators Inc,Martins Elevators Inc,0017000000yIUhb
453808,MO Valley Agri Service of Atchison County Inc,MO Valley Agri Service of Atchison County Inc,0017000000yIUuX
453805,Northern Ag Suppliers,Northern Ag Suppliers,0017000001QzhVz
453804,Helena Agri-Enterprises LLC,"Helena (N. Delta, Southwest Division)",0010g00001m2UBW
453802,Professional Ag Services Inc,Professional Ag Services Inc,0014u00001vV2pL
453800,Nutrien Ag Solutions Inc,South Plains - South (Nutrien),0010g00001ljvBm
453798,Winfield Solutions LLC,Winfield (IN/OH/MI),0010g00001m59W1
453797,Service and Supply Cooperative,Service and Supply Cooperative,0017000000yIUqx
453796,Dishman Fertilizer Inc,Dishman Fertilizer Inc,0017000000yIPwW
453795,International Chemical Company,Interchem Nebraska,0014u000025RvP5
453790,Cargill Incorporated,Cargill Incorporated,0017000000yIV1J
453789,Cargill Incorporated,Cargill Incorporated,0017000000yIV1J
453787,AGRIServices of Brunswick LLC,AGRIServices of Brunswick LLC,0017000000yIV3T
453786,Central Missouri AGRIService LLC,Central Missouri AGRIService LLC,0017000000yIPh7
453785,Diamond K Seeds LLC,Diamond K Seeds LLC,0017000000yIV05
453782,Grow More Inc,Grow More Inc,0017000000yW3fm
453780,Service and Supply Cooperative,Service and Supply Cooperative,0017000000yIUqx
453779,Winfield Solutions LLC,Winfield (OK/TX),0010g00001mLIzb
453778,Mid Kansas Cooperative Association,Mid Kansas Cooperative Association,0017000000yIUug
453777,Mid Kansas Cooperative Association,Mid Kansas Cooperative Association,0017000000yIUug
453776,United Farmers Cooperative,United Farmers Cooperative,0017000000yIUz5
453775,GROWMARK INC,Illinois (Growmark),0010g00001mL1eB
453774,Winfield Solutions LLC,Winfield (NE),0014u00001nDC8d
453772,Service and Supply Cooperative,Service and Supply Cooperative,0017000000yIUqx
453771,Mid Kansas Cooperative Association,Mid Kansas Cooperative Association,0017000000yIUug
453770,Camp Chemical Corporation,Camp Chemical Corporation,0017000000yW3iv
453769,MO Valley Agri Service of Atchison County Inc,MO Valley Agri Service of Atchison County Inc,0017000000yIUuX
453759,GROWMARK INC,Illinois (Growmark),0010g00001mL1eB
453758,Ray-Carroll County Grain Growers Inc,Ray-Carroll County Grain Growers Inc,0017000000yW3aj
453757,Service and Supply Cooperative,Service and Supply Cooperative,0017000000yIUqx
453750,USA for Heartland Co-op (West Des Moines IA),Heartland Co-Op,0017000000yIUxp
453746,International Chemical Company,Interchem Southern Plains,0014u000025RvP0
453744,Ceres Solutions Cooperative Inc,Ceres Solutions Cooperative Inc,0017000000yIUg2
453743,Winfield Solutions LLC,Winfield (Iowa),0010g00001m5BvP
453742,Northern Ag Suppliers,Northern Ag Suppliers,0017000001QzhVz
453741,Stratton Equity Cooperative Company,Stratton Equity Cooperative Company,0017000000yIUqU
453740,Skyland Grain LLC,Skyland Grain LLC,0017000000yW3oV
453739,Central Missouri AGRIService LLC,Central Missouri AGRIService LLC,0017000000yIPh7
453738,MFA Incorporated,MFA Incorporated,0017000000yIUvC
453737,Shawnee Milling Co,Shawnee Milling Co,0017000000yW3om
453735,MO Valley Agri Service of Atchison County Inc,MO Valley Agri Service of Atchison County Inc,0017000000yIUuX
453734,Fairfield Non Stock Coop Fertilizer Association,Fairfield Non Stock Coop Fertilizer Association,0010g00001ewdOP
453733,MO Valley Agri Service of Atchison County Inc,MO Valley Agri Service of Atchison County Inc,0017000000yIUuX
453732,MO Valley Agri Service of Atchison County Inc,MO Valley Agri Service of Atchison County Inc,0017000000yIUuX
453731,Stagner Fertilizer LLC,Stagner Fertilizer LLC,0014u00001t0dKz
453730,H2 Ag Supply LLC,H2 Ag Supply LLC,0014u00001nEdrM
453729,Loveland Products Inc,Loveland Products Inc,0017000000yIV6u
453728,Augusta Cooperative Farm Bureau Inc,Augusta Cooperative Farm Bureau Inc,0017000000yIV2H
453727,River Valley Ag Services LLC,River Valley Ag Services LLC,0017000001BdiTh
453726,Augusta Cooperative Farm Bureau Inc,Augusta Cooperative Farm Bureau Inc,0017000000yIV2H
453725,Augusta Cooperative Farm Bureau Inc,Augusta Cooperative Farm Bureau Inc,0017000000yIV2H
453724,River Valley Ag Services LLC,River Valley Ag Services LLC,0017000001BdiTh
453722,Service and Supply Cooperative,Service and Supply Cooperative,0017000000yIUqx
453721,Winfield Solutions LLC,Winfield (OK/TX),0010g00001mLIzb
453719,"Co-Alliance Cooperative, Inc","Co-Alliance Cooperative, Inc",0014u00001oySh9
453718,MO Valley Agri Service of Atchison County Inc dba Farmers Supply,MO Valley Agri Service of Atchison County Inc dba Farmers Supply,0017000000yIUbG
453717,Fertilizer Service Company,Fertilizer Service Company,0017000000yIUyp
453716,MO Valley Agri Service of Atchison County Inc,MO Valley Agri Service of Atchison County Inc,0017000000yIUuX
453715,MO Valley Agri Service of Atchison County Inc,MO Valley Agri Service of Atchison County Inc,0017000000yIUuX
453714,Novus Ag LLC,Novus Ag LLC,0010g00001derCW
453713,Lindsay Ag Supply,Lindsay Ag Supply,0010g00001YcY0t
453712,Nutrien Ag Solutions Inc,Southeast IN - East (Nutrien),0010g00001ljvBw
453711,Nutrien Ag Solutions Inc,Southern Illinois - Plains / Cornbelt (Nutrien),0010g00001ljvBb
453709,Farmers Ag Service Inc,Farmers Ag Service Inc,0017000000yIQ4u
453708,Winfield Solutions LLC,Winfield (IN/OH/MI),0010g00001m59W1
453707,MO Valley Agri Service of Atchison County Inc,MO Valley Agri Service of Atchison County Inc,0017000000yIUuX
453698,Pilot Grove Cooperative Elevator Inc,Pilot Grove Cooperative Elevator Inc,0017000000yIT0p
453697,Professional Ag Services Inc,Professional Ag Services Inc,0014u00001vV2pL
453696,River Valley Ag Services LLC,River Valley Ag Services LLC,0017000001BdiTh
453695,MO Valley Agri Service of Atchison County Inc,MO Valley Agri Service of Atchison County Inc,0017000000yIUuX
453694,River Valley Ag Services LLC,River Valley Ag Services LLC,0017000001BdiTh
453693,River Valley Ag Services LLC,River Valley Ag Services LLC,0017000001BdiTh
453692,River Valley Ag Services LLC,River Valley Ag Services LLC,0017000001BdiTh
453691,River Valley Ag Services LLC,River Valley Ag Services LLC,0017000001BdiTh
453688,GROWMARK INC,Iowa (Growmark),0010g00001mKoL2
453687,Oakley Fertilizer Inc,Oakley Fertilizer Inc,0017000000yIUtL
453686,River Valley Ag Services LLC,River Valley Ag Services LLC,0017000001BdiTh
453685,Farmers Union Oil Co dba Valley Farmers Supply,Farmers Union Oil Co dba Valley Farmers Supply,0017000001CR7TJ
453684,SGI Ag Services LLC,SGI Ag Services LLC,0010g00001df9hd
453683,Kirby Agri Inc,Kirby Agri Inc,0017000000yIUwU
453682,MO Valley Agri Service of Atchison County Inc dba Farmers Supply,MO Valley Agri Service of Atchison County Inc dba Farmers Supply,0017000000yIUbG
453681,Kirby Agri Inc,Kirby Agri Inc,0017000000yIUwU
453678,MO Valley Agri Service of Atchison County Inc,MO Valley Agri Service of Atchison County Inc,0017000000yIUuX
453674,MFA Incorporated,MFA Incorporated,0017000000yIUvC
453671,Winfield Solutions LLC,Winfield (IN/OH/MI),0010g00001m59W1
453670,GROWMARK INC,Iowa (Growmark),0010g00001mKoL2
453669,United Cooperatives Inc           (Plattsburg  MO),United Cooperatives Inc           (Plattsburg  MO),0017000000yIUp7
453668,Parallel Farms Inc,Parallel Farms Inc,0017000000yIUjE
453663,Roberts Ag Service Inc,Roberts Ag Service Inc,0014u00001wutNv
453662,International Chemical Company,Interchem Southern Plains,0014u000025RvP0
453657,International Chemical Company,Interchem Nebraska,0014u000025RvP5
453656,MO Valley Agri Service of Atchison County Inc,MO Valley Agri Service of Atchison County Inc,0017000000yIUuX
453655,Farmers Cooperative of Western Oklahoma,Farmers Cooperative of Western Oklahoma,0017000000yIV0P
453654,Nutrien Ag Solutions Inc,Southern Illinois - Plains / Cornbelt (Nutrien),0010g00001ljvBb
453653,Skagit Farmers Supply Cooperative,Skagit Farmers Supply Cooperative,0010g00001gNocc
453651,GROWMARK INC,East Coast (Growmark),0010g00001mL1ih
453650,"Co-Alliance Cooperative, Inc","Co-Alliance Cooperative, Inc",0014u00001oySh9
453649,Hawkins Inc,Hawkins Inc,0017000000yIT0d
453648,Winfield Solutions LLC,Winfield (OK/TX),0010g00001mLIzb
453647,Nutrien Ag Solutions Inc,South Plains - South (Nutrien),0010g00001ljvBm
453646,Nutrien Ag Solutions Inc,Eastern Illinois - Plains / Cornbelt (Nutrien),0010g00001ljvBZ
453644,Winfield Solutions LLC,Winfield (NE),0014u00001nDC8d
453643,International Chemical Company,Interchem Nebraska,0014u000025RvP5
453641,River Valley Ag Services LLC,River Valley Ag Services LLC,0017000001BdiTh
453638,Winfield Solutions LLC,Winfield (NE),0014u00001nDC8d
453637,Kanza Cooperative Association,Kanza Cooperative Association,0017000000yW3tc
453634,Nutrien Ag Solutions Inc,Southern Illinois - Plains / Cornbelt (Nutrien),0010g00001ljvBb
453633,Service and Supply Cooperative,Service and Supply Cooperative,0017000000yIUqx
453632,International Chemical Company,Interchem Southern Plains,0014u000025RvP0
453631,CHS INC,CHS Inc (KS/CO),0014u00001noQmK
453630,Diversified Ingredients,Diversified Ingredients,0014u00001wuSoY
453626,USA for Northern Country Cooperative Co (Stacyville IA),Northern Country Cooperative Co (Stacyville IA),0017000000yIUtZ
453625,Skyland Grain LLC,Skyland Grain LLC,0017000000yW3oV
453624,Mid Kansas Cooperative Association,Mid Kansas Cooperative Association,0017000000yIUug
453623,Winfield Solutions LLC,Winfield (KS/CO),0010g00001mLCW3
453613,Fairfield Non Stock Coop Fertilizer Association,Fairfield Non Stock Coop Fertilizer Association,0010g00001ewdOP
453611,Winfield Solutions LLC,Winfield (Iowa),0010g00001m5BvP
453609,GROWMARK INC,Iowa (Growmark),0010g00001mKoL2
453608,Sure-Ag LLC,Sure-Ag LLC,0014u00001vTlaX
453606,MO Valley Agri Service of Atchison County Inc dba Farmers Supply,MO Valley Agri Service of Atchison County Inc dba Farmers Supply,0017000000yIUbG
453602,Stagner Fertilizer LLC,Stagner Fertilizer LLC,0014u00001t0dKz
453600,Nutrien Ag Solutions Inc,Central Valley/North Valley (Nutrien),0014u00001nDYyf
453599,GROWMARK INC,Indiana (Growmark),0014u00001nDYLn
453594,International Chemical Company,Interchem Nebraska,0014u000025RvP5
453593,Winfield Solutions LLC,Winfield (OK/TX),0010g00001mLIzb
453590,Shrieve Chemical Company,Shrieve Chemical Company,0017000000yW3ol
453589,River Valley Ag Services LLC,River Valley Ag Services LLC,0017000001BdiTh
453588,Southern Illinois Power Cooperative,Southern Illinois Power Cooperative,0017000000yW3oL
453586,Wilbur-Ellis Company,Wilbur Ellis (IN/OH/MI),0014u00001nDYPa
453585,GROWMARK INC,Illinois (Growmark),0010g00001mL1eB
453583,GROWMARK INC,Iowa (Growmark),0010g00001mKoL2
453582,Diamond K Seeds LLC,Diamond K Seeds LLC,0017000000yIV05
453581,GROWMARK INC,Iowa (Growmark),0010g00001mKoL2
453580,Nutrien Ag Solutions Inc,Coastal Plains  - South (Nutrien),0010g00001ljvBu
453579,Professional Ag Services Inc,Professional Ag Services Inc,0014u00001vV2pL
453577,Ceres Solutions Cooperative Inc,Ceres Solutions Cooperative Inc,0017000000yIUg2
453576,Wholesale Ag Products,Wholesale Ag Products,0017000000yIW1e
453575,Meherrin Fertilizer Inc,Meherrin Fertilizer Inc,0017000000yIUux
453572,Helena Agri-Enterprises LLC,Helena (E. NE/IA/MN Division),0010g00001nBAhQ
453566,CHS INC,CHS Inc (KS/CO),0014u00001noQmK
453565,MO Valley Agri Service of Atchison County Inc,MO Valley Agri Service of Atchison County Inc,0017000000yIUuX
453563,Lucerne Inc,Lucerne Inc,0017000000yIUvH
453561,Winfield Solutions LLC,Winfield Solutions LLC,0017000000yIUl7
453557,Winfield Solutions LLC,Winfield (NE),0014u00001nDC8d
453553,International Chemical Company,Interchem Southern Plains,0014u000025RvP0
453540,MO Valley Agri Service of Atchison County Inc,MO Valley Agri Service of Atchison County Inc,0017000000yIUuX
453538,Federated Co-operatives Limited,Federated Co-operatives Limited,0017000000yIUi8
453537,Winfield Solutions LLC,Winfield Solutions LLC,0017000000yIUl7
453536,Pinnacle Seed Inc dba Hefty Seeds,Pinnacle Seed Inc dba Hefty Seeds,0017000000yIV5o
453535,Wilbur-Ellis Company,Wilbur-Ellis (MINOT),0014u00001nCPk7
453534,Wilbur-Ellis Company,Wilbur-Ellis (MINOT),0014u00001nCPk7
453533,Nutrien Ag Solutions Inc,Nebraska - Plains / Cornbelt (Nutrien),0010g00001ljvBe
453532,Wilbur-Ellis Company,Wilbur-Ellis (MINOT),0014u00001nCPk7
453531,Federated Co-operatives Limited,Federated Coop Ltd. Manitoba Region,0010g00001m26Ax
453530,"High Plains Ponderosa Dairy, LLC","High Plains Ponderosa Dairy, LLC",0010g00001h0e0y
453529,Winfield Solutions LLC,Winfield (KS/CO),0010g00001mLCW3
453528,Jackson Farmers Inc,Jackson Farmers Inc,0017000000yIUww
453527,Remus Farms LLC,Remus Farms LLC,0017000001OOIB0
453526,Richardson International Limited,Richardson International Limited,0017000000yIUrR
453525,Hi-Line Cooperative Inc,Hi-Line Cooperative Inc,0017000000yIUxh
453524,GROWMARK INC,Iowa (Growmark),0010g00001mKoL2
453518,MO Valley Agri Service of Atchison County Inc,MO Valley Agri Service of Atchison County Inc,0017000000yIUuX
453517,United Farmers Cooperative,United Farmers Cooperative,0017000000yIUz5
453513,Fertilizer Service Company,Fertilizer Service Company,0017000000yIUyp
453512,MO Valley Agri Service of Atchison County Inc,MO Valley Agri Service of Atchison County Inc,0017000000yIUuX
453511,Wholesale Ag Products,Wholesale Ag Products,0017000000yIW1e
453510,Nutrien Ag Solutions Inc,SD/MN - Plains / Cornbelt (Nutrien),0010g00001ljvBi
453509,Federated Co-operatives Limited,Federated Coop Ltd. Manitoba Region,0010g00001m26Ax
453506,Agra Holdings LLC,Agra Holdings LLC,0017000001NYl4R
453504,Land View Inc,Land View Inc,0017000000yIUvY
453502,Diamond K Seeds LLC,Diamond K Seeds LLC,0017000000yIV05
453501,MFA Incorporated,MFA Incorporated,0017000000yIUvC
453499,GROWMARK INC,Iowa (Growmark),0010g00001mKoL2
453498,Garber Cooperative Association,Garber Cooperative Association,0017000000yIUyN
453497,Central Missouri AGRIService LLC,Central Missouri AGRIService LLC,0017000000yIPh7
453493,River Valley Ag Services LLC,River Valley Ag Services LLC,0017000001BdiTh
453492,Winfield Solutions LLC,Winfield (KS/CO),0010g00001mLCW3
453491,MO Valley Agri Service of Atchison County Inc,MO Valley Agri Service of Atchison County Inc,0017000000yIUuX
453489,Longnecker Fertilizers LLC,Longnecker Fertilizers LLC,0017000000yIT5Q
453488,Longnecker Fertilizers LLC,Longnecker Fertilizers LLC,0017000000yIT5Q
453484,Jim Hicks & Company LLC,Jim Hicks & Company LLC,0017000000yIUwq
453483,H2 Ag Supply LLC,H2 Ag Supply LLC,0014u00001nEdrM
453472,MO Valley Agri Service of Atchison County Inc,MO Valley Agri Service of Atchison County Inc,0017000000yIUuX
453470,Winfield Solutions LLC,Winfield (KS/CO),0010g00001mLCW3
453468,Helena Agri-Enterprises LLC,Helena (W. NE/KS/CO Division),0010g00001m2V10
453467,Winfield Solutions LLC,Winfield (KS/CO),0010g00001mLCW3
453462,H2 Ag Supply LLC,H2 Ag Supply LLC,0014u00001nEdrM
453461,H2 Ag Supply LLC,H2 Ag Supply LLC,0014u00001nEdrM
453460,Cooperative Elevator Co,Cooperative Elevator Co,0017000000yIW49
453457,USA for Heartland Co-op (West Des Moines IA),Heartland Co-Op,0017000000yIUxp
453452,C & M Supply,C & M Supply,00170000019rXVY
453450,Crookston Valley Cooperative,Crookston Valley Cooperative,0017000000yIUcA
453449,Brenntag Southwest Inc,Brenntag Southwest Inc,0017000000yIV1j
453442,United Farmers Cooperative,United Farmers Cooperative,0017000000yIUz5
453441,South Texas Mix Ltd,South Texas Mix Ltd,0014u00001wu0LF
453437,Ricketts Nitrogen Service Inc,Ricketts Nitrogen Service Inc,0010g00001aK1tU
453436,Winfield Solutions LLC,Winfield (OK/TX),0010g00001mLIzb
453433,United Cooperatives Inc           (Plattsburg  MO),United Cooperatives Inc           (Plattsburg  MO),0017000000yIUp7
453425,Augusta Cooperative Farm Bureau Inc,Augusta Cooperative Farm Bureau Inc,0017000000yIV2H
453423,Augusta Cooperative Farm Bureau Inc,Augusta Cooperative Farm Bureau Inc,0017000000yIV2H
453421,"Bakelite Chemicals, LLC","Bakelite Chemicals, LLC",0014u00001wIsM6AAK
453420,Novus Ag LLC,Novus Ag LLC,0010g00001derCW
453417,Roberts Ag Service Inc,Roberts Ag Service Inc,0014u00001wutNv
453415,Ray-Carroll County Grain Growers Inc,Ray-Carroll County Grain Growers Inc,0017000000yW3aj
453412,MO Valley Agri Service of Atchison County Inc dba Farmers Supply,MO Valley Agri Service of Atchison County Inc dba Farmers Supply,0017000000yIUbG
453411,Porite Jefferson Corporation,Porite Jefferson Corporation,0017000001Uv4gC
453410,Pioneer Nutrition LLC,Pioneer Nutrition LLC,0010g00001ghG8r
453409,Parallel Farms Inc,Parallel Farms Inc,0017000000yIUjE
453406,Helena Agri-Enterprises LLC,MT/WY (Helena),0014u00001nDYy1
453405,United Agronomy LLC,United Agronomy LLC,0017000000yIW1j
453403,MO Valley Agri Service of Atchison County Inc,MO Valley Agri Service of Atchison County Inc,0017000000yIUuX
453400,GROWMARK INC,Iowa (Growmark),0010g00001mKoL2
453397,CHS United Plains Ag,CHS Inc (KS/CO),0014u00001noQmK
453396,Winfield Solutions LLC,Winfield (Iowa),0010g00001m5BvP
453395,MO Valley Agri Service of Atchison County Inc dba Farmers Supply,MO Valley Agri Service of Atchison County Inc dba Farmers Supply,0017000000yIUbG
453393,International Chemical Company,Interchem Southern Plains,0014u000025RvP0
453392,International Chemical Company,Interchem Southern Plains,0014u000025RvP0
453389,Creston Fertilizer Co Inc,Creston Fertilizer Co Inc,0017000000yIV0V
453388,"Wheeler Brothers Grain Company, LLC","Wheeler Brothers Grain Company, LLC",0017000000yIUoP
453387,Flagler Aerial Spraying Inc,Flagler Aerial Spraying Inc,0017000000yIQ6i
453384,GROWMARK INC,East Coast (Growmark),0010g00001mL1ih
453383,Winfield Solutions LLC,Winfield (Iowa),0010g00001m5BvP
453382,Poole Chemical Inc (Texline TX),Poole Chemical Inc (Texline TX),0017000000yIUsJ
453381,Novus Ag LLC,Novus Ag LLC,0010g00001derCW
453378,MO Valley Agri Service of Atchison County Inc,MO Valley Agri Service of Atchison County Inc,0017000000yIUuX
453377,GROWMARK INC,Iowa (Growmark),0010g00001mKoL2
453373,Georgia-Pacific Consumer Products LP (Muskogee OK),Georgia-Pacific Consumer Products LP (Muskogee OK),00170000013l0ve
453372,Co-op Services Inc              (Lawton  OK),Co-op Services Inc              (Lawton  OK),0017000000yIV0l
453371,Winfield Solutions LLC,Winfield (NE),0014u00001nDC8d
453366,Mid State Farmers Coop,Mid State Farmers Coop,0010g00001bqImm
