address,country,latitude,longitude,locationName,locationOwner,locationOwnerId,inboundMode,outboundMode,servicingCarriers,splc,zipCode,cityState
412 ATLANTIC AVE,US,45.6908,-96.0127,DONNELLY COOP-DONNELLY,DONNELLY COOP,0017000001UwnHZ,TRUCK,TRUCK,"","",56235,"DONNELLY, MN"
4740 COUNTY RD 26,US,48.61750145,-101.7422453,CHASE HOLSTEN-DONNYBROOK,CHASE HOLSTEN FARM,,TRUCK,TRUCK,,,58734,"DONNYBROOK, ND"
201 SW RAILROAD ST AVE,US,40.8824,-87.6164,DONOVAN FARMERS-DONOVAN,DONOVAN FARMERS COOP ELEVATOR INC,0017000000zYCsb,TRUCK,TRUCK,"","",60931,"DONOVAN, IL"
2479US 52,US,40.8838281,-87.6162038,"DONOVAN FARMERS DONOVAN, IL",DONOVAN FARMERS COOP,,RAIL|TRUCK,RAIL|TRUCK,KBSR,387116000,60931,"DONOVAN, IL"
101 MAIN ST,US,43.279475,-96.235708,COOPERATIVE FARMERS-DOON,COOPERATIVE FARMERS ELEVATOR,0014u00001ozKlT,RAIL|TRUCK,RAIL|TRUCK,BNSF,542484000,51235,"DOON, IA"
1529 NE33,US,40.6403,-97.096,FARMERS COOPERATIVE-DORCHESTER NE,FARMERS COOPERATIVE ASSOCIATION,0017000000yIV6T,RAIL|TRUCK,RAIL|TRUCK,BNSF,557617000,68343,"DORCHESTER, NE"
1529 STATE HWY 33,US,40.6461,-97.1201,RICHARDSON PIONEER-DORCHESTER,RICHARDSON PIONEER LTD,,TRUCK,TRUCK,,,68343,"DORCHESTER, NE"
100 PARKSIDE DR,US,45.0037,-90.3299,HEARTLAND COOPERATIVE-DORCHESTER,HEARTLAND COOPERATIVE SERVICES,0017000000yIUXC,TRUCK,TRUCK,"","",54425,"DORCHESTER, WI"
610 HWY 231,US,38.847521,-98.587446,GREAT BEND-DORRANCE,GREAT BEND COOP ASSN,0010g00001m3MW2,TRUCK,TRUCK,,,67634,"DORRANCE, KS"
10577 DOSWELL RD,US,37.859846,-77.458687,BUCKINGHAM BRANCH-DOSWELL,BUCKINGHAM BRANCH RAILROAD CO,,RAIL,RAIL,BB|CSXT|NS,257113000,23047,"DOSWELL, VA"
356 E INEZ RD,US,31.176822,-85.395451,GREENPOINT AG-DOTHAN,GREENPOINT AG,0014u00001znnzb,RAIL,RAIL,BAYL,477830000,36301,"DOTHAN, AL"
150 MAIN ST N,US,42.923772,-93.041125,FIVE STAR-DOUGHERTY,FIVE STAR COOPERATIVE,0017000000yIW3d,TRUCK,TRUCK,"","",50433,"DOUGHERTY, IA"
"",US,31.50508,-82.84927,DOUGLAS GA- RR STATION,"","",RAIL,RAIL,CSXT,466390000,31533,"DOUGLAS, GA"
"",US,42.76012,-105.38649,DOUGLAS WY- RR STATION,"","",RAIL,RAIL,BNSF,725160000,82633,"DOUGLAS, WY"
104 W FULTON ST,US,41.93,-95.4966,COGDILL FARM-DOW CITY,COGDILL FARM SUPPLY INC,0014u00001nqcx8,TRUCK,TRUCK,"","",51528,"DOW CITY, IA"
11418 OAK ST,US,40.451591,-88.807714,GROWMARK INC-DOWNS,GROWMARK INC,0017000000yIUyR,TRUCK,TRUCK,"","",61736,"DOWNS, IL"
304 ELLSWORTH,US,42.6562,-93.4975,NEW COOPERATIVE-DOWS,NEW COOPERATIVE INC,0017000000yIUtv,RAIL|TRUCK,RAIL|TRUCK,UP,533770000,50071,"DOWS, IA"
319 E ELLSWORTH ST,US,42.6565,-93.4991,INNOVATIVE AG-DOWS,INNOVATIVE AG SERVICES CO,0017000000yIUxI,TRUCK,TRUCK,"","",50071,"DOWS, IA"
115 W 1ST ST,US,48.0527789,-98.5367737,"TRONSON GRAIN DOYON, ND",TRONSON GRAIN CO,0017000000yIUpY,RAIL|TRUCK,RAIL|TRUCK,BNSF,511667000,58327,"DOYON, ND"
"",US,40.52432,-111.85357,DRAPER UT- RR STATION,"","",RAIL,RAIL,UP,762978000,84020,"DRAPER, UT"
HWY 44 S,US,48.5568777,-97.1776034,CHS INC-DRAYTON,CHS INC,0017000000yIV1Q,RAIL|TRUCK,RAIL|TRUCK,BNSF,511168000,58225,"DRAYTON, ND"
123 W MAIN ST,US,38.479622,-94.611925,MIDWEST FERTILIZER-DREXEL,MIDWEST FERTILIZER LLC,0017000000yIUuf,RAIL|TRUCK,RAIL|TRUCK,KCS,569998000,64742,"DREXEL, MO"
"",US,32.3247,-82.5255,DUBLIN GA- RR STATION,"","",RAIL,RAIL,GC,462520000,31040,"DUBLIN, GA"
635 E COMMERCIAL ST,US,42.5017433,-90.6562347,"DUBUQUE, IA - MACROSOURCE",MACROSOURCE LLC,0014u00001zo2Xu,RAIL|TRUCK,RAIL|TRUCK,BNSF|CN|CPRS,531650000,52001,"DUBUQUE, IA"
OLD HWY 60,US,36.7909,-90.0959,HELENA AGRIENTERPRISES-DUDLEY,HELENA AGRIENTERPRISES LLC,0017000000yIUxo,TRUCK,TRUCK,"","",63936,"DUDLEY, MO"
"",US,46.7686,-92.11895,DULUTH MN- RR STATION,"","",RAIL,RAIL,BNSF,500900000,55806,"DULUTH, MN"
310 S MAIN ST,US,33.8844295,-91.4918836,"HILL SEED DUMAS, AR",HILL SEED ELEVATOR,,RAIL|TRUCK,RAIL|TRUCK,UP,614133000,71639,"DUMAS, AR"
106892 US 65 N,US,33.9151368,-91.503519,"MFA INCORPORATED DUMAS, AR",MFA INCORPORATED,0017000000yIUvC,RAIL|TRUCK,RAIL|TRUCK,UP,614133000,71639,"DUMAS, AR"
11958 STONE RD,US,35.8687,-101.9731,NUTRIEN AG-DUMAS,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,,,79029,"DUMAS, TX"
12774 HWY 3,US,42.7435,-92.9681,LANDUS COOPERATIVE-DUMONT,LANDUS COOPERATIVE,0017000000yIUz4,TRUCK,TRUCK,"","",50625,"DUMONT, IA"
,US,45.6683,-96.409,WHEATON DUMONT-DUMONT,WHEATON DUMONT COOP ELEVATOR,0017000000yIUX6,TRUCK,TRUCK,"","",56236,"DUMONT, MN"
304 MAIN ST,US,42.4673,-93.995,NIK FOR-DUNCOMBE,NIK FOR VAN DIEST,0017000000yIUkw,TRUCK,TRUCK,,,50532,"DUNCOMBE, IA"
700 EAGLE ST,US,42.4711,-93.9928,NEW COOPERATIVE-DUNCOMBE,NEW COOPERATIVE INC,0017000000yIUtv,RAIL|TRUCK,RAIL|TRUCK,CN,543613000,50532,"DUNCOMBE, IA"
3162 200TH ST (HWY 20),US,42.499,-94.02,KF-FORT DODGE PLANT,KOCH FERTILIZER LLC,0017000000yIUvv,RAIL|TRUCK,RAIL|TRUCK,CN,543615000,50532,"DUNCOMBE, IA"
509 W DUNKERTON ST,US,42.570432,-92.167474,DUNKERTON COOPERATIVE-DUNKERTON,DUNKERTON COOPERATIVE ELEVATOR,0017000000yIPy3,TRUCK,TRUCK,"","",50626,"DUNKERTON, IA"
7634 N ORDWAY RD,US,42.6093766,-92.1985911,"FETTKETHER FERTILIZER DUNKERTON, IA",FETTKETHER FERTILIZER,,RAIL|TRUCK,RAIL|TRUCK,IANR,532713000,50626,"DUNKERTON, IA"
509 W DUNKERTON ST,US,42.5709297,-92.1676374,"WINFIELD SOLUTIONS DUNKERTON, IA",WINFIELD SOLUTIONS LLC,0017000000yIUl7,RAIL|TRUCK,RAIL|TRUCK,IANR,532713000,50626,"DUNKERTON, IA"
4678 S 1100 W,US,40.368419,-85.1901199,ANDERSONS DUNKIRK,THE ANDERSONS INC,0017000000yIUq2,RAIL|TRUCK,RAIL|TRUCK,NS,364692000,47336,"DUNKIRK, IN"
301 S 1ST ST,US,41.853,-95.6048,HEARTLAND COOP-DUNLAP,HEARTLAND COOP,0017000000yIUxp,TRUCK,TRUCK,"","",51529,"DUNLAP, IA"
108 N 6TH ST,US,41.8548,-95.6015,COGDILL FARM-DUNLAP,COGDILL FARM SUPPLY INC,0014u00001nqcx8,TRUCK,TRUCK,"","",51529,"DUNLAP, IA"
306 W HYW 37,US,41.8586,-95.6034,NUTRIEN AG-DUNLAP,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,RAIL|TRUCK,RAIL|TRUCK,CN,547814000,51529,"DUNLAP, IA"
10035 7TH ST SW,US,47.317637,-102.63657,MIKAL SCHOLLMEYER-DUNN CENTER,MIKAL SCHOLLMEYER,,TRUCK,TRUCK,,,58626,"DUNN CENTER, ND"
549 101ST AVE SW,US,47.332164,-102.636345,MIKE SHOLMEYER-DUNN CENTER,MIKE SHOLMEYER,,TRUCK,TRUCK,,,58626,"DUNN CENTER, ND"
,US,43.556,-94.7763,NUWAY COOPERATIVE-DUNNELL,NUWAY COOPERATIVE,0017000000yIUmQ,TRUCK,TRUCK,"","",56127,"DUNNELL, MN"
101 RAILROAD ST,US,45.0474,-101.6,CHS INC-DUPREE,CHS INC,0017000000yIV1Q,TRUCK,TRUCK,"","",57623,"DUPREE, SD"
N5453 COOPERATIVE LN,US,44.60747,-91.85217,ALCIVIA -DURAND,ALCIVIA,,TRUCK,TRUCK,,,54736,"DURAND, WI"
301 5TH AVE W,US,44.626381,-91.96969,BLACKS VALLEY-DURAND,BLACKS VALLEY AG SUPPLY INC,0010g00001brYq5,TRUCK,TRUCK,"","",54736,"DURAND, WI"
518 E MAIN ST,US,44.6319,-91.9619,LANDMARK SERVICES-DURAND,LANDMARK SERVICES COOPERATIVE DBA ALCIVIA,0017000000yIUvX,TRUCK,TRUCK,"","",54736,"DURAND, WI"
2206 HWY 927,US,41.6016,-90.9359,TWIN STATE-DURANT,TWIN STATE INC,0017000000yIUpT,RAIL|TRUCK,RAIL|TRUCK,IAIS,534868000,52747,"DURANT, IA"
210 N KATY ST,US,33.991826,-96.374497,BRYAN AGRI-DURANT,BRYAN AGRI PRODUCTS,0010g00001aNnz5,TRUCK,TRUCK,,,74701,"DURANT, OK"
210 N KATY ST,US,33.9922091,-96.3736215,"BRYAN AGRI DURANT, OK",BRYAN AGRI PRODUCTS,0010g00001aNnz5,RAIL|TRUCK,RAIL|TRUCK,KRR,628750000,74701,"DURANT, OK"
"",US,38.48297,-97.22779,DURHAM KS- RR STATION,"","",RAIL,RAIL,UP,585927000,67438,"DURHAM, KS"
"",US,35.99097,-78.89743,DURHAM NC- RR STATION,"","",RAIL,RAIL,CSXT,411860000,27701,"DURHAM, NC"
995 24TH RD NE,US,47.956451,-111.772743,MOUNTAIN VIEW-DUTTON,MOUNTAIN VIEW COOP,0017000000yIUuI,RAIL|TRUCK,RAIL|TRUCK,BNSF,703732000,59433,"DUTTON, MT"
418 E N ST,US,41.0997,-88.4171,NUTRIEN AG-DWIGHT,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",60420,"DWIGHT, IL"
8 WILL ORR RD,US,36.09795,-88.987762,GIBSON FARMERS-DYER,GIBSON FARMERS COOPERATIVE,0017000000yIQBz,RAIL,RAIL,WTNN,438520000,38330,"DYER, TN"
3294 VINE RD,US,42.487707,-91.149012,BIG RIVER-DYERSVILLE,BIG RIVER UNITED ENERGY LLC,0017000000yW3jN,RAIL|TRUCK,RAIL|TRUCK,CN,531648000,52040,"DYERSVILLE, IA"
2327 COMMERCE CT SW,US,42.5256,-91.1831,NUTRIEN AG-DYERSVILLE,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,RAIL|TRUCK,RAIL|TRUCK,CN,531648000,52040,"DYERSVILLE, IA"
504 ESTELLE ST,US,42.17276,-92.305214,TAMABENTON COOPERATIVE-DYSART,TAMABENTON COOPERATIVE CO,0017000000yW3Yt,TRUCK,TRUCK,"","",52224,"DYSART, IA"
38500 W HWY 96,US,38.4817,-102.7724,SAFFER SPRAY-EADS,SAFFER SPRAY SERVICE INC,0017000000yIUlH,TRUCK,TRUCK,,,81036,"EADS, CO"
"",US,42.95,-73.39666,EAGLE BRIDGE NY- RR STATION,"","",RAIL,RAIL,BKRR|PAS,173112000,12057,"EAGLE BRIDGE, NY"
115 E BROADWAY ST,US,42.6644,-93.9013,GOLDEAGLE COOPERATIVE-EAGLE GROVE,GOLDEAGLE COOPERATIVE,0017000000yIUyF,TRUCK,TRUCK,"","",50533,"EAGLE GROVE, IA"
MID BRIDGE,US,28.7091433,-100.4995214,FERTIREY -EAGLE PASS,FERTIREY,,RAIL,RAIL,UP,698350000,78852,"EAGLE PASS, TX"
345 SW 2ND ST,US,41.490536,-94.126289,LANDUS COOPERATIVE-EARLHAM,LANDUS COOPERATIVE,0017000000yIUz4,TRUCK,TRUCK,"","",50072,"EARLHAM, IA"
2340 KARR AVE,US,42.4516,-95.1471,LANDUS COOPERATIVE-EARLY,LANDUS COOPERATIVE,0017000000yIUz4,TRUCK,TRUCK,"","",50535,"EARLY, IA"
1887 US HWY 71 EARLY,US,42.5202606,-95.1524113,NUTRIEN EARLY,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,,,50535,"EARLY, IA"
3892 BERM HWY,US,38.8608,-90.118,KF-WOOD RIVER,KOCH FERTILIZER LLC,0017000000yIUvv,RAIL|TRUCK,RAIL|TRUCK,CSXT|KCS|NS|UP,396245000,62024,"EAST ALTON, IL"
1150 E 145TH ST,US,41.6339,-87.4571,LAKESHORE RAILCAR (EAST CHICAGO),LAKESHORE RAILCAR & TANKER SERVICES,"",RAIL,RAIL,BNSF|CN|CPRS|CSXT|IAIS|IHB|LTR|NS|UP,363510000,46312,"EAST CHICAGO, IN"
16675 US20,US,42.44124,-90.55768,"EAST DUBUQUE, IL - CVR",EAST DUBUQUE NITROGEN FERTILIZERS LLC,0017000000yIUrT,RAIL|TRUCK,RAIL|TRUCK,CN,383414000,61025,"EAST DUBUQUE, IL"
18268 ST HWY 220 SW,US,47.9357,-97.0041,SIMPLOT GROWER-EAST GRAND FORKS,SIMPLOT GROWER SOLUTIONS,,RAIL,RAIL,BNSF,503550000,56721,"EAST GRAND FORKS, MN"
1080 ELMWOOD ST #1,US,40.6318,-80.5532,GROWMARK EAST LIVERPOOL,GROWMARK INC,0017000000yIUyR,RAIL|TRUCK,RAIL|TRUCK,NS,347170000,43920,"EAST LIVERPOOL, OH"
2225 LAWRENCE AVE,US,33.694127,-84.443238,BRENNTAG MIDSOUTH-EAST POINT,BRENNTAG MIDSOUTH INC,0017000000yIUj0,RAIL,RAIL,NS,456360000,30344,"EAST POINT, GA"
800 S 6TH ST,US,38.6227,-90.160575,BRENNTAG MIDSOUTH-EAST SAINT LOUIS,BRENNTAG MIDSOUTH INC,0017000000yIUj0,RAIL,RAIL,BNSF|CSXT|KCS|NS|UP,396640000,62201,"EAST SAINT LOUIS, IL"
6400 COLLINSVILLE RD,US,38.6567156,-90.07903,"BRENNTAG MIDSOUTH EAST SAINT LOUIS, IL",BRENNTAG MIDSOUTH INC,0017000000yIUj0,RAIL|TRUCK,RAIL|TRUCK,CN,396640000,62201,"EAST SAINT LOUIS, IL"
"",US,43.06839,-76.04286,EAST SYRACUSE NY- RR STATION,"","",RAIL,RAIL,CSXT,182333000,13057,"EAST SYRACUSE, NY"
26710 WI27,US,43.1812,-91.0204,PREMIER COOPERATIVE-EASTMAN,PREMIER COOPERATIVE,0017000000yIUXb,TRUCK,TRUCK,"","",54626,"EASTMAN, WI"
49 7TH ST,US,43.762419,-93.894304,CENTRAL FARM-EASTON MN,CENTRAL FARM SERVICE,0017000001Uw4AZ,RAIL|TRUCK,RAIL|TRUCK,CPRS,508717000,56025,"EASTON, MN"
155 OAK AVE,US,40.535,-104.6893,AGFINITY INC-EATON,AGFINITY INC,0017000000yIVvy,RAIL|TRUCK,RAIL|TRUCK,UP,742226000,80615,"EATON, CO"
635 MADISON RD,US,33.341922,-83.395875,GROTEC -EATONTON,GROTEC,,RAIL,RAIL,NS,458240000,31024,"EATONTON, GA"
342 2ND AVE W,US,44.616621,-95.41293,MEADOWLAND FARMERS-ECHO,MEADOWLAND FARMERS COOP,0017000000yIUuz,TRUCK,TRUCK,,,56237,"ECHO, MN"
461 2ND AVE W,US,44.616819,-95.41293,FARMERS COOPERATIVE-ECHO,FARMERS COOPERATIVE OIL COMPANY OF ECHO,0017000000yIUmF,RAIL|TRUCK,RAIL|TRUCK,MPLI,509140000,56237,"ECHO, MN"
101 STATE HWY 7,US,31.2921,-97.254,HELENA AGRIENTERPRISES-EDDY,HELENA AGRIENTERPRISES LLC,0017000000yIUxo,RAIL,RAIL,UP,669789000,76524,"EDDY, TX"
1116 HWY 137,US,41.137362,-92.675067,AJINOMOTO HEALTH-EDDYVILLE,AJINOMOTO HEALTH NUTRITION NORTH AMERICA INC,0014u0000274d5J,RAIL|TRUCK,RAIL|TRUCK,UP,538428000,52553,"EDDYVILLE, IA"
17705 N ELEVATOR RD,US,40.904743,-89.654399,AKRON SERVICES-EDELSTEIN,AKRON SERVICES INC,0017000000yIT0o,RAIL|TRUCK,RAIL|TRUCK,UP,388225000,61526,"EDELSTEIN, IL"
8659 DEPOT ST,US,42.65062,-78.90155,TIMAC AGRO-EDEN,TIMAC AGRO USA INC,0017000000yIW08,RAIL,RAIL,BPRR|BSOR|CN|CPRS|CSXT|NS|NYLE,185400000,14057,"EDEN, NY"
102 GREENHALL RD,US,36.099146,-76.628042,CA PERRY-EDENTON,CA PERRY SON INC,0017000000yIUkh,RAIL,RAIL,CA|CSXT|NS,401980000,27932,"EDENTON, NC"
15 S RAILWAY AVE,US,45.4645,-108.8564,TOWN COUNTRY-EDGAR,TOWN COUNTRY SUPPLY ASSOCIATION,,RAIL|TRUCK,RAIL|TRUCK,BNSF,709822000,59026,"EDGAR, MT"
30251 RD R,US,40.376272,-97.981041,NUTRIEN AG-EDGAR,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",68935,"EDGAR, NE"
30490 RD Q,US,40.404095,-97.995995,FAIRFIELD NON-EDGAR,FAIRFIELD NON STOCK COOP FERTILIZER ASSOCIATION,0010g00001ewdOP,TRUCK,TRUCK,,,68935,"EDGAR, NE"
128187 COUNTY RD N,US,44.901323,-89.9582,RIVER COUNTRY-EDGAR,RIVER COUNTRY COOP,0017000000yIR9W,TRUCK,TRUCK,"","",54426,"EDGAR, WI"
502 1ST ST,US,46.3646,-98.7084,ALLIED AGRONOMY-EDGELEY,ALLIED AGRONOMY LLC,0017000000yIUgi,RAIL|TRUCK,RAIL|TRUCK,BNSF|RRVW,517488000,58433,"EDGELEY, ND"
1002 E 2ND ST,US,38.759052,-95.009537,THE OTTAWA-EDGERTON,THE OTTAWA COOPERATIVE ASSOCIATION,0017000000yW3rA,TRUCK,TRUCK,,,66021,"EDGERTON, KS"
,US,43.8729,-96.1238,ASMUS FARM-EDGERTON,ASMUS FARM SUPPLY INC,0017000000yIUY2,TRUCK,TRUCK,"","",56128,"EDGERTON, MN"
320 TROSKY RD W,US,43.878081,-96.134189,CHANDLER COOP-EDGERTON,CHANDLER COOP,0017000000yIUXx,TRUCK,TRUCK,,,56128,"EDGERTON, MN"
156 COUNTY HWY N,US,42.8354,-89.0667,HELENA AGRIENTERPRISES-EDGERTON,HELENA AGRIENTERPRISES LLC,0017000000yIUxo,RAIL|TRUCK,RAIL|TRUCK,WSOR,338623000,53534,"EDGERTON, WI"
1984 HWY 3 W,US,42.6437,-91.4118,NUTRIEN AG-EDGEWOOD IA,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",52042,"EDGEWOOD, IA"
39999 HILTON RD,US,42.6459,-91.370301,SILVEREDGE COOPERATIVE-EDGEWOOD,SILVEREDGE COOPERATIVE,0017000000yIRJC,TRUCK,TRUCK,"","",52042,"EDGEWOOD, IA"
1113 N RT 37,US,38.925,-88.656,NUTRIEN AG-EDGEWOOD IL,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",62426,"EDGEWOOD, IL"
3809 W MONTE CRISTO RD,US,26.344376,-98.199493,WILBURELLIS COMPANY-EDINBURG,WILBURELLIS COMPANY,0017000000yIUoL,TRUCK,TRUCK,,,78541,"EDINBURG, TX"
72133 STATE HWY 136,US,40.2772,-99.7765,AG VALLEY-EDISON,AG VALLEY COOP,0014u00001nDCBN,RAIL|TRUCK,RAIL|TRUCK,BNSF,558917000,68936,"EDISON, NE"
7208 S 5TH RD,US,43.3791,-85.060289,WILBURELLIS COMPANY-EDMORE,WILBURELLIS COMPANY,0017000000yIUoL,TRUCK,TRUCK,,,48829,"EDMORE, MI"
10226 COUNTY ROAD 5,US,41.5597699,-84.7271835,"EDON FARMERS EDON, OH",EDON FARMERS COOPERATIVE ASSOCIATION INC,0017000000yIUzo,RAIL|TRUCK,RAIL|TRUCK,NS,343552000,43518,"EDON, OH"
16715 WESTERBERG ST N,US,47.503421,-117.954251,AG LINK-EDWALL,AG LINK INC,0017000000yW3kk,RAIL,RAIL,BNSF,840763000,99008,"EDWALL, WA"
201 W ROADWAY AVE,US,39.1284804,-88.5439188,"EFFINGHAM EQUITY EFFINGHAM, IL",EFFINGHAM EQUITY,0017000000yIUzn,RAIL|TRUCK,RAIL|TRUCK,CSXT,395140000,62401,"EFFINGHAM, IL"
201 W RDWAY AVE,US,39.128559,-88.543806,EFFINGHAM EQUITY-EFFINGHAM,EFFINGHAM EQUITY,0017000000yIUzn,RAIL|TRUCK,RAIL|TRUCK,CN,395140000,62401,"EFFINGHAM, IL"
2015 SILSBEE RD,US,32.79827,-115.648553,GREEN TOUCH-EL CENTRO,GREEN TOUCH FERTILIZER,,RAIL,RAIL,UP,888174000,92243,"EL CENTRO, CA"
302 W DANENBERG RD,US,32.7669365,-115.5491152,J R-EL CENTRO,J R SIMPLOT COMPANY,0017000000yIW31,RAIL,RAIL,UP,888180000,92244,"EL CENTRO, CA"
4500 N W AV,US,33.2647431,-92.664474,LSB EL DORADO,LSB CHEMICAL LLC,0017000000yW3eO,RAIL|TRUCK,RAIL|TRUCK,UP,617735000,71730,"EL DORADO, AR"
2601 PIONEER DR,US,37.8178,-96.8523,BARTON SOLVENTS (EL DORADO),BARTON SOLVENTS INC,0017000000yIPVO,TRUCK|RAIL,TRUCK|RAIL,UP,588250000,67042,"EL DORADO, KS"
629 N INDUSTRIAL RD,US,37.823678,-96.909633,MEARS FERTILIZER-EL DORADO,MEARS FERTILIZER INC,0017000000yIW2i,RAIL|TRUCK,RAIL|TRUCK,UP,588250000,67042,"EL DORADO, KS"
2702 COUNTY RD 800 N,US,40.708794,-89.023215,SUN AG-EL PASO,SUN AG INC,0017000000yIUqP,TRUCK,TRUCK,"","",61738,"EL PASO, IL"
9313 BILLY THE KID ST,US,31.6914571,-106.3142692,"FERZA GROUP EL PASO, TX",FERZA GROUP,,RAIL|TRUCK,RAIL|TRUCK,BNSF|UP,696829000,79907,"EL PASO, TX"
MID BRIDGE,US,31.7618778,-106.4850217,FERTIREY -EL PASO,FERTIREY,,RAIL,RAIL,BNSF|UP,696900000,79910,"EL PASO, TX"
3500 DONIPHAN DR,US,31.8077,-106.5454,RIO VALLEY (EL PASO),RIO VALLEY BIOFUELS LLC,0017000001OOWOy,RAIL,RAIL,BNSF|UP,696900000,79922,"EL PASO, TX"
5939 LUCKETT CT,US,31.869232,-106.594239,MUSKET CORPORATION-EL PASO,MUSKET CORPORATION,0017000001GQTUq,RAIL|TRUCK,RAIL|TRUCK,BNSF,696867000,79932,"EL PASO, TX"
4175 N BANNER RD,US,35.512636,-97.848954,BANNER COOPERATIVE-EL RENO,BANNER COOPERATIVE ELEVATOR ASSOCIATION,0017000000yIV24,TRUCK,TRUCK,,,73036,"EL RENO, OK"
2105 EVANS RD,US,35.5148,-97.8797,JAGUAR TRANSPORT (EL RENO),JAGUAR TRANSPORT,0014u000025Amxc,RAIL|TRUCK,RAIL|TRUCK,UP,626362000,73036,"EL RENO, OK"
,US,41.3385,-98.6195,TROTTER INC-ELBA,TROTTER INC,0017000000yIUpX,TRUCK,TRUCK,"","",68835,"ELBA, NE"
6605 S 13650 W,US,40.106674,-111.978426,BEAR RIVER-ELBERTA,BEAR RIVER VALLEY COOP,0017000000yIV1y,TRUCK,TRUCK,,,84626,"ELBERTA, UT"
109 1ST ST SE,US,45.99099,-95.975098,ELBOW LAKE-ELBOW LAKE,ELBOW LAKE COOP GRAIN,0017000000yIUWm,RAIL|TRUCK,RAIL|TRUCK,CPRS,506340000,56531,"ELBOW LAKE, MN"
"",US,41.89145,-88.47358,ELBURN IL- RR STATION,"","",RAIL,RAIL,UP,382459000,60119,"ELBURN, IL"
202 W N ST,US,41.8923,-88.474,CHS INC-ELBURN,CHS INC,0017000000yIV1Q,TRUCK,TRUCK,"","",60119,"ELBURN, IL"
311 W ELM ST,US,40.9176,-92.2207,NUTRIEN AG-ELDON,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",52554,"ELDON, IA"
,US,42.3571,-93.1013,AGRILAND FS-ELDORA,AGRILAND FS INC,0017000000yIV32,TRUCK,TRUCK,"","",50627,"ELDORA, IA"
804 EDGINGTON AVE,US,42.361141,-93.093964,AGVANTAGE FS-ELDORA,AGVANTAGE FS INC,0010g00001eOKQY,TRUCK,TRUCK,,,50627,"ELDORA, IA"
2441 PUBLIC RD,US,37.80669,-88.453697,TRI COUNTY-ELDORADO,TRI COUNTY CHEMICAL INC,0017000001Bfe45,RAIL|TRUCK,RAIL|TRUCK,CN,397830000,62930,"ELDORADO, IL"
1002 MAIN ST,US,42.956688,-91.642055,NEXUS COOPERATIVE-ELGIN,NEXUS COOPERATIVE,0014u000026jAGp,TRUCK,TRUCK,"","",52141,"ELGIN, IA"
27594 COUNTY RD 25,US,44.139023,-92.224457,AG PARTNERS-ELGIN,AG PARTNERS COOP,0017000000yIV3H,TRUCK,TRUCK,,,55932,"ELGIN, MN"
7020 68TH AVE SW,US,46.370413,-101.838463,WILBURELLIS COMPANY-ELGIN,WILBURELLIS COMPANY,0017000000yIUoL,TRUCK,TRUCK,,,58533,"ELGIN, ND"
110 S MAIN ST,US,46.401174,-101.845853,CHS INC-ELGIN,CHS INC,0017000000yIV1Q,TRUCK,TRUCK,,,58533,"ELGIN, ND"
605 N 2ND,US,41.9903,-98.0841,CENTRAL VALLEY-ELGIN,CENTRAL VALLEY AG COOPERATIVE NONSTOCK,0017000000yIV16,TRUCK,TRUCK,"","",68636,"ELGIN, NE"
"",US,40.74083,-84.47667,ELGIN OH- RR STATION,"","",RAIL,RAIL,NS|RJCW,346963000,45838,"ELGIN, OH"
"",US,36.30194,-76.22361,ELIZABETH CITY NC- RR STATION,"","",RAIL,RAIL,CA,401630000,27909,"ELIZABETH CITY, NC"
410 DIVISION ST,US,40.6653381,-74.1974857,"BLUESTONE METALS ELIZABETH, NJ",BLUESTONE METALS CHEMICALS LLC,0014u00001twvdE,RAIL|TRUCK,RAIL|TRUCK,CSXT,191810000,07201,"ELIZABETH, NJ"
720 S MAIN ST,US,35.403687,-99.40448,FARMERS UNION-ELK CITY,FARMERS UNION COOP GIN,,TRUCK,TRUCK,,,73644,"ELK CITY, OK"
425 ELK ST,US,40.285416,-96.12912,FRONTIER COOPERATIVE-ELK CREEK,FRONTIER COOPERATIVE COMPANY,0017000000yIUd1,TRUCK,TRUCK,"","",68348,"ELK CREEK, NE"
"",US,44.87387,-91.6915,ELK MOUND WI- RR STATION,"","",RAIL,RAIL,UP,329157000,54739,"ELK MOUND, WI"
32955 476TH AVE,US,42.612079,-96.688765,SOUTHEAST FARMERS-ELK POINT,SOUTHEAST FARMERS COOP,0010g00001eOJwN,TRUCK,TRUCK,"","",57025,"ELK POINT, SD"
445 EVANSDALE DR,US,42.459924,-92.252882,FLYING J-ELK RUN HEIGHTS,FLYING J TRAVEL CENTER,,TRUCK,TRUCK,,,50707,"ELK RUN HEIGHTS, IA"
